Word,Frequency
former,19
amateur,4
wrestler,3
best,30
known,138
tenure,4
world,177
wrestling,7
entertainment,3
shelton,8
benjamin,10
wwe,15
he,98
wrestled,1
ring,4
honor,6
roh,1
two,84
years,62
currently,19
works,29
new,98
japan,13
pro,1
wrestling,7
shelton,8
benjamin,10
wwe,15
benjamin,10
amateur,4
wrestling,7
background,2
including,56
wrestling,7
high,26
school,56
university,21
minnesota,4
shelton,8
benjamin,10
wwe,15
in,210
addition,18
benjamin,10
acted,2
assistant,2
coach,19
amateur,4
wrestling,7
shelton,8
benjamin,10
wwe,15
he,98
first,238
spent,1
time,86
ohio,5
valley,13
wrestling,7
held,26
southern,21
tag,3
team,21
championship,11
four,53
times,69
shelton,8
benjamin,10
wwe,15
wwe,15
moved,12
main,22
roster,1
put,5
alliance,4
kurt,1
angle,3
charlie,2
haas,2
known,138
team,21
angle,3
later,46
world,177
s,494
greatest,19
tag,3
team,21
shelton,8
benjamin,10
wwe,15
during,18
tenure,4
company,29
intercontinental,1
championship,11
three,78
times,69
united,176
states,222
championship,11
wwe,15
tag,3
team,21
championship,11
twice,11
haas,2
significance,10
headwear,10
saudi,12
prince,10
mecca,9
makkah,3
also,166
transliterated,1
makkah,3
city,117
hejaz,1
capital,33
makkah,3
province,2
saudi,12
arabia,2
significance,10
headwear,10
saudi,12
prince,10
the,648
city,117
located,37
inland,11
jeddah,1
narrow,4
valley,13
height,7
sea,22
level,15
significance,10
headwear,10
saudi,12
prince,10
its,14
resident,1
population,38
million,53
although,32
visitors,6
triple,2
number,50
every,12
year,100
hajj,10
period,31
held,26
twelfth,3
muslim,6
lunar,6
month,2
dhu,2
alhijjah,2
significance,10
headwear,10
saudi,12
prince,10
as,38
birthplace,1
muhammad,3
site,11
revelation,1
quran,1
mecca,9
regarded,3
holiest,1
city,117
religion,21
islam,3
pilgrimage,4
known,138
hajj,10
obligatory,1
able,6
muslims,4
significance,10
headwear,10
saudi,12
prince,10
mecca,9
long,49
ruled,4
muhammad,3
s,494
descendants,2
sharifs,1
either,19
independent,19
rulers,2
vassals,1
larger,9
empires,1
significance,10
headwear,10
saudi,12
prince,10
it,146
absorbed,3
saudi,12
arabia,2
significance,10
headwear,10
saudi,12
prince,10
in,210
modern,26
period,31
mecca,9
seen,14
tremendous,1
expansion,8
size,8
infrastructure,4
significance,10
headwear,10
saudi,12
prince,10
because,10
mecca,9
lost,11
many,394
thousandyearold,1
buildings,9
archaeological,2
sites,4
significance,10
headwear,10
saudi,12
prince,10
today,24
million,53
muslims,4
visit,2
mecca,9
annually,10
including,56
several,33
million,53
days,26
hajj,10
significance,10
headwear,10
saudi,12
prince,10
as,38
result,12
mecca,9
become,65
one,163
cosmopolitan,1
diverse,2
cities,17
muslim,6
world,177
although,32
nonmuslims,1
prohibited,2
entering,7
city,117
father,23
s,494
day,58
usa,32
father,23
s,494
day,58
celebration,3
honoring,1
fathers,5
celebrating,1
fatherhood,1
paternal,1
bonds,2
influence,8
fathers,5
society,12
father,23
s,494
day,58
usa,32
many,394
countries,33
celebrate,2
third,25
sunday,6
june,26
also,166
celebrated,5
widely,8
days,26
father,23
s,494
day,58
usa,32
father,23
s,494
day,58
complements,1
mother,6
s,494
day,58
celebration,3
honors,2
mothers,2
motherhood,1
secretary,26
state,122
florida,20
current,42
us,130
state,122
secretaries,4
state,122
party,55
affiliations,1
secretary,26
state,122
florida,20
secretary,26
state,122
official,18
state,122
governments,10
states,222
united,176
states,222
well,63
puerto,5
rico,2
us,130
possessions,1
secretary,26
state,122
florida,20
in,210
massachusetts,11
pennsylvania,9
virginia,14
official,18
called,47
secretary,26
commonwealth,5
secretary,26
state,122
florida,20
in,210
states,222
alaska,2
hawaii,6
utah,2
secretary,26
state,122
states,222
many,394
duties,4
secretary,26
state,122
might,10
normally,5
execute,1
fall,3
within,28
domain,3
lieutenant,5
governor,11
secretary,26
state,122
florida,20
like,23
lieutenant,5
governor,11
states,222
secretary,26
state,122
line,18
succession,2
succeed,2
governor,11
cases,12
immediately,2
behind,12
lieutenant,5
governor,11
secretary,26
state,122
florida,20
in,210
three,78
states,222
lieutenant,5
governor,11
arizona,18
oregon,14
wyoming,2
well,63
us,130
territory,8
puerto,5
rico,2
secretary,26
state,122
first,238
line,18
succession,2
event,9
gubernatorial,1
vacancy,1
secretary,26
state,122
florida,20
currently,19
states,222
california,20
illinois,5
mississippi,31
secretary,26
state,122
elected,13
usually,24
fouryear,3
term,34
secretary,26
state,122
florida,20
in,210
others,14
secretary,26
state,122
appointed,5
governor,11
florida,20
oklahoma,28
texas,22
amongst,3
states,222
practice,7
secretary,26
state,122
florida,20
in,210
three,78
states,222
secretary,26
state,122
elected,13
state,122
legislature,4
general,33
assembly,7
tennessee,3
meets,3
joint,2
convention,5
elect,5
secretary,26
state,122
fouryear,3
term,34
maine,3
legislature,4
new,98
hampshire,2
general,33
court,20
also,166
select,1
secretaries,4
state,122
twoyear,1
terms,14
secretary,26
state,122
florida,20
the,648
longest,2
serving,3
state,122
secretary,26
state,122
history,28
thad,1
a,111
eure,1
north,56
carolina,9
served,23
secretary,26
state,122
florida,20
most,20
secretaries,4
state,122
acting,8
capability,1
exception,1
wisconsin,3
hawaii,6
belong,3
national,80
association,13
secretaries,4
state,122
amy,9
poehler,11
married,9
amy,9
meredith,1
poehler,11
born,66
september,17
american,137
actress,16
comedienne,1
voice,3
artist,13
producer,8
writer,5
amy,9
poehler,11
married,9
raised,3
newton,5
massachusetts,11
graduated,2
boston,8
college,12
moved,12
chicago,6
illinois,5
study,7
improv,1
the,648
second,48
city,117
improvolympic,1
amy,9
poehler,11
married,9
in,210
moved,12
new,98
york,31
city,117
becoming,9
part,95
improvisational,1
comedy,8
troupe,1
upright,2
citizens,7
brigade,2
later,46
developed,15
eponymous,1
television,41
show,31
aired,8
comedy,8
central,20
three,78
seasons,30
amy,9
poehler,11
married,9
poehler,11
also,166
one,163
founding,6
members,25
upright,2
citizens,7
brigade,2
theatre,2
amy,9
poehler,11
married,9
her,5
breakthrough,3
came,10
nbc,4
television,41
show,31
saturday,2
night,28
live,18
snl,2
cast,5
member,18
amy,9
poehler,11
married,9
in,210
became,52
coanchor,1
weekend,2
update,1
sketch,1
along,23
friend,6
colleague,1
tina,1
fey,1
amy,9
poehler,11
married,9
poehler,11
s,494
work,27
snl,2
earned,3
two,84
primetime,1
emmy,3
award,28
nominations,5
outstanding,6
supporting,6
actress,16
comedy,8
series,75
amy,9
poehler,11
married,9
since,58
stars,6
leslie,2
knope,1
nbc,4
sitcom,2
parks,4
recreation,2
nominated,11
three,78
emmys,1
outstanding,6
lead,17
actress,16
comedy,8
series,75
two,84
golden,6
globe,8
awards,32
one,163
screen,3
actors,11
guild,2
award,28
jews,13
removed,13
promised,6
land,24
the,648
history,28
jews,13
land,24
israel,13
refers,9
history,28
jewish,11
people,127
eretz,1
yisrael,1
jews,13
removed,13
promised,6
land,24
the,648
first,238
appearance,7
name,102
israel,13
historic,8
record,32
egyptian,1
inscription,1
c,17
bce,12
speaks,2
ethnic,2
group,24
located,37
northern,35
part,95
central,20
highlands,1
mediterranean,3
jordan,5
valley,13
south,43
mount,7
carmel,1
jews,13
removed,13
promised,6
land,24
the,648
term,34
land,24
israel,13
found,47
hebrew,5
bible,10
jews,13
removed,13
promised,6
land,24
during,18
biblical,4
period,31
two,84
kingdoms,1
occupied,2
highland,1
zone,7
kingdom,28
israel,13
north,56
somewhat,3
later,46
emerge,1
kingdom,28
judah,3
south,43
israel,13
conquered,3
c,17
bce,12
judah,3
c,17
bce,12
jews,13
removed,13
promised,6
land,24
later,46
bce,12
jewish,11
hasmonean,1
kingdom,28
kingdom,28
established,24
jews,13
removed,13
promised,6
land,24
it,146
lasted,2
years,62
destroyed,8
romans,3
captured,7
jerusalem,1
bce,12
fastest,9
ethernet,11
hub,15
port,5
ethernet,11
hub,15
fastest,9
ethernet,11
hub,15
an,18
ethernet,11
hub,15
active,11
hub,15
network,19
hub,15
repeater,4
hub,15
multiport,2
repeater,4
hub,15
device,4
connecting,3
multiple,21
ethernet,11
devices,10
together,22
making,19
act,38
single,27
network,19
segment,1
fastest,9
ethernet,11
hub,15
it,146
multiple,21
inputoutput,1
io,1
ports,2
signal,5
introduced,8
input,1
port,5
appears,4
output,2
every,12
port,5
except,4
original,44
incoming,2
fastest,9
ethernet,11
hub,15
a,111
hub,15
works,29
physical,14
layer,12
layer,12
osi,1
model,37
fastest,9
ethernet,11
hub,15
the,648
device,4
form,43
multiport,2
repeater,4
fastest,9
ethernet,11
hub,15
repeater,4
hubs,3
also,166
participate,4
collision,2
detection,1
forwarding,1
jam,2
signal,5
ports,2
detects,1
collision,2
fastest,9
ethernet,11
hub,15
some,14
hubs,3
may,112
also,166
come,72
bnc,2
andor,4
attachment,2
unit,10
interface,5
aui,1
connector,9
allow,5
connection,2
legacy,5
base,15
base,15
network,19
segments,3
fastest,9
ethernet,11
hub,15
the,648
availability,6
lowpriced,1
network,19
switches,1
largely,11
rendered,1
hubs,3
obsolete,1
still,18
seen,14
th,86
century,58
installations,2
specialized,1
applications,7
parthenon,27
used,108
night,28
view,10
parthenon,27
used,108
the,648
parthenon,27
temple,5
athenian,9
acropolis,1
greece,6
dedicated,8
maiden,1
goddess,2
athena,3
people,127
athens,13
considered,28
patron,1
deity,2
parthenon,27
used,108
its,14
construction,8
began,42
bc,16
athenian,9
empire,50
height,7
power,46
parthenon,27
used,108
it,146
completed,3
bc,16
although,32
decoration,1
building,33
continued,8
bc,16
parthenon,27
used,108
it,146
important,46
surviving,3
building,33
classical,7
greece,6
generally,18
considered,28
culmination,2
development,19
doric,1
order,16
parthenon,27
used,108
its,14
decorative,1
sculptures,5
considered,28
high,26
points,17
greek,17
art,4
parthenon,27
used,108
the,648
parthenon,27
regarded,3
enduring,2
symbol,9
ancient,6
greece,6
athenian,9
democracy,9
western,31
civilization,5
one,163
world,177
s,494
greatest,19
cultural,8
monuments,1
parthenon,27
used,108
the,648
greek,17
ministry,2
culture,17
currently,19
carrying,3
program,16
selective,1
restoration,3
reconstruction,12
ensure,2
stability,3
partially,3
ruined,1
structure,13
parthenon,27
used,108
the,648
parthenon,27
replaced,8
older,5
temple,5
athena,3
historians,13
call,6
preparthenon,1
older,5
parthenon,27
destroyed,8
persian,1
invasion,4
bc,16
parthenon,27
used,108
the,648
temple,5
archaeoastronomically,1
aligned,2
hyades,1
parthenon,27
used,108
like,23
greek,17
temples,2
parthenon,27
used,108
treasury,9
parthenon,27
used,108
for,29
time,86
also,166
served,23
treasury,9
delian,1
league,63
later,46
became,52
athenian,9
empire,50
parthenon,27
used,108
in,210
th,86
century,58
ad,4
parthenon,27
converted,3
christian,27
church,27
dedicated,8
virgin,1
mary,7
parthenon,27
used,108
after,22
ottoman,4
conquest,3
turned,3
mosque,1
early,38
s,494
parthenon,27
used,108
on,24
september,17
ottoman,4
ammunition,1
dump,1
inside,10
building,33
ignited,1
venetian,1
bombardment,11
parthenon,27
used,108
the,648
resulting,10
explosion,3
severely,2
damaged,7
parthenon,27
sculptures,5
parthenon,27
used,108
in,210
thomas,9
bruce,4
th,86
earl,1
elgin,2
removed,13
surviving,3
sculptures,5
permission,2
ottoman,4
empire,50
parthenon,27
used,108
these,21
sculptures,5
known,138
elgin,2
marbles,2
parthenon,27
marbles,2
sold,21
british,29
museum,4
london,6
displayed,1
parthenon,27
used,108
since,58
initiative,2
culture,17
minister,3
melina,1
mercouri,1
greek,17
government,54
committed,3
return,10
sculptures,5
greece,6
stepwise,9
linear,10
regression,9
in,210
statistics,2
stepwise,9
regression,9
includes,16
regression,9
models,3
choice,4
predictive,1
variables,2
carried,7
automatic,1
procedure,2
stepwise,9
linear,10
regression,9
usually,24
takes,8
form,43
sequence,2
ftests,2
techniques,4
possible,6
ttests,1
adjusted,4
rsquare,1
akaike,1
information,17
criterion,3
bayesian,1
information,17
criterion,3
mallows,1
s,494
cp,1
false,2
discovery,10
rate,36
stepwise,9
linear,10
regression,9
the,648
frequent,3
practice,7
fitting,1
final,36
selected,11
model,37
followed,20
reporting,4
estimates,5
confidence,2
intervals,2
without,22
adjusting,1
take,73
model,37
building,33
process,12
account,3
led,28
calls,2
stop,4
using,16
stepwise,9
model,37
building,33
altogether,2
least,14
make,24
sure,1
model,37
uncertainty,2
correctly,1
reflected,3
stepwise,9
linear,10
regression,9
in,210
example,19
engineering,7
necessity,1
sufficiency,2
usually,24
determined,14
ftests,2
stepwise,9
linear,10
regression,9
for,29
additional,5
consideration,1
planning,5
experiment,3
computer,13
simulation,1
scientific,6
survey,2
collect,1
data,25
model,37
one,163
must,12
keep,6
mind,1
number,50
parameters,3
p,6
estimate,2
adjust,1
sample,4
size,8
accordingly,1
stepwise,9
linear,10
regression,9
for,29
k,12
variables,2
p,6
start,19
k,12
stage,19
i,44
k,12
k,12
stage,19
ii,10
k,12
stage,19
iii,2
k,12
k,12
stepwise,9
linear,10
regression,9
for,29
k,12
efficient,2
design,7
experiments,1
exists,6
type,13
model,37
boxbehnken,1
design,7
augmented,1
positive,6
negative,2
axial,3
points,17
length,11
min,1
int,1
k,12
plus,5
point,27
origin,8
there,18
efficient,2
designs,1
requiring,2
fewer,1
runs,5
even,13
k,12
zoom,11
range,30
nikkor,1
mm,11
zoom,11
lens,26
extended,7
mm,11
left,9
collapsed,2
mm,11
focal,7
length,11
right,19
zoom,11
range,30
a,111
zoom,11
lens,26
mechanical,3
assembly,7
lens,26
elements,8
focal,7
length,11
thus,5
angle,3
view,10
varied,2
opposed,5
fixed,4
focal,7
length,11
ffl,1
lens,26
see,23
prime,4
lens,26
zoom,11
range,30
a,111
true,15
zoom,11
lens,26
also,166
called,47
parfocal,1
lens,26
one,163
maintains,3
focus,6
focal,7
length,11
changes,14
zoom,11
range,30
a,111
lens,26
loses,1
focus,6
zooming,1
properly,1
called,47
varifocal,1
lens,26
zoom,11
range,30
one,163
sacrifice,2
zoom,11
lens,26
wide,19
open,15
aperture,2
image,7
quality,5
maybe,1
sacrifices,1
perfect,2
lens,26
zoom,11
range,30
all,10
lenses,2
mainly,6
super,24
zoom,11
lenses,2
compromise,5
featuressize,1
weight,5
price,4
focal,7
length,11
range,30
image,7
quality,5
autofocus,1
performance,16
build,14
quality,5
features,7
definition,5
hung,5
jury,9
a,111
hung,5
jury,9
deadlocked,1
jury,9
jury,9
required,11
voting,5
threshold,2
agree,1
upon,9
verdict,8
extended,7
period,31
deliberation,1
unable,4
change,11
votes,3
coyote,6
ugly,8
bar,36
outside,11
coyote,6
ugly,8
saloon,2
new,98
york,31
coyote,6
ugly,8
bar,36
the,648
coyote,6
ugly,8
saloon,2
american,137
drinking,1
establishment,2
namesake,1
national,80
chain,4
bars,4
coyote,6
ugly,8
bar,36
it,146
served,23
setting,6
movie,35
coyote,6
ugly,8
jfk,7
buried,9
the,648
state,122
funeral,2
john,49
f,28
kennedy,4
took,36
place,36
washington,68
dc,5
three,78
days,26
followed,20
assassination,10
friday,4
november,27
dallas,2
texas,22
jfk,7
buried,9
the,648
body,58
president,71
kennedy,4
brought,9
back,15
washington,68
placed,6
east,18
room,3
white,15
house,15
hours,6
jfk,7
buried,9
on,24
sunday,6
assassination,10
flagdraped,1
coffin,1
carried,7
horsedrawn,1
caisson,1
us,130
capitol,3
lie,1
state,122
jfk,7
buried,9
throughout,12
day,58
night,28
hundreds,3
thousands,7
lined,3
view,10
guarded,1
casket,1
jfk,7
buried,9
representatives,7
countries,33
attended,2
state,122
funeral,2
monday,1
november,27
jfk,7
buried,9
after,22
requiem,1
mass,8
st,42
matthew,3
s,494
cathedral,2
late,27
president,71
buried,9
arlington,1
national,80
cemetery,1
virginia,14
jfk,7
buried,9
kennedy,4
recent,10
president,71
died,44
office,16
baklava,3
recipe,2
baklava,3
also,166
baklawa,1
rich,9
sweet,3
pastry,2
made,59
layers,2
phyllo,1
pastry,2
filled,2
chopped,1
nuts,2
sweetened,1
syrup,1
honey,2
baklava,3
recipe,2
it,146
characteristic,2
cuisines,2
former,19
ottoman,4
empire,50
central,20
southwest,4
asia,7
carlos,9
pena,8
big,27
time,86
rush,11
big,27
time,86
rush,11
btr,1
american,137
television,41
series,75
created,20
scott,18
fellows,1
hollywood,7
misadventures,1
four,53
hockey,3
players,10
minnesota,4
kendall,2
james,17
carlos,9
logan,2
selected,11
form,43
boy,4
band,36
carlos,9
pena,8
big,27
time,86
rush,11
the,648
series,75
premiered,10
hourlong,1
pilot,6
episode,25
big,27
time,86
audition,1
nickelodeon,3
november,27
carlos,9
pena,8
big,27
time,86
rush,11
its,14
official,18
debut,12
episode,25
premiered,10
january,24
earning,2
million,53
viewers,4
making,19
nickelodeon,3
s,494
highestrated,1
liveaction,1
series,75
debut,12
ever,9
carlos,9
pena,8
big,27
time,86
rush,11
the,648
show,31
s,494
second,48
season,67
premiered,10
september,17
carlos,9
pena,8
big,27
time,86
rush,11
on,24
may,112
big,27
time,86
rush,11
renewed,7
third,25
season,67
production,16
scheduled,3
begin,2
january,24
season,67
three,78
premiered,10
may,112
carlos,9
pena,8
big,27
time,86
rush,11
on,24
august,16
nickelodeon,3
renewed,7
big,27
time,86
rush,11
episode,25
fourth,9
season,67
carlos,9
pena,8
big,27
time,86
rush,11
production,16
began,42
january,24
carlos,9
pena,8
big,27
time,86
rush,11
the,648
fourth,9
season,67
scheduled,3
premiere,3
may,112
arctic,42
circle,33
located,37
earth,103
world,177
map,5
showing,4
arctic,42
circle,33
red,23
arctic,42
circle,33
located,37
earth,103
map,5
arctic,42
arctic,42
circle,33
blue,8
arctic,42
circle,33
located,37
earth,103
the,648
arctic,42
circle,33
one,163
five,32
major,56
circles,1
latitude,4
mark,6
maps,1
earth,103
arctic,42
circle,33
located,37
earth,103
in,210
parallel,2
latitude,4
runs,5
north,56
equator,5
arctic,42
circle,33
located,37
earth,103
the,648
region,17
north,56
circle,33
known,138
arctic,42
zone,7
south,43
called,47
northern,35
temperate,4
zone,7
arctic,42
circle,33
located,37
earth,103
the,648
equivalent,6
polar,6
circle,33
southern,21
hemisphere,10
called,47
antarctic,3
circle,33
arctic,42
circle,33
located,37
earth,103
the,648
arctic,42
circle,33
southernmost,1
latitude,4
northern,35
hemisphere,10
sun,41
remain,6
continuously,1
horizon,4
hours,6
june,26
solstice,4
december,28
solstice,4
respectively,5
arctic,42
circle,33
located,37
earth,103
north,56
arctic,42
circle,33
sun,41
horizon,4
continuous,4
hours,6
least,14
per,22
year,100
therefore,7
visible,4
midnight,4
horizon,4
continuous,4
hours,6
least,14
per,22
year,100
arctic,42
circle,33
located,37
earth,103
on,24
arctic,42
circle,33
events,15
occur,10
principle,3
exactly,3
per,22
year,100
june,26
december,28
solstices,1
respectively,5
arctic,42
circle,33
located,37
earth,103
it,146
would,34
therefore,7
seem,1
arctic,42
circle,33
marks,3
southern,21
extremity,1
northern,35
hemisphere,10
polar,6
day,58
hour,6
sunlit,1
day,58
often,42
referred,21
midnight,4
sun,41
polar,6
night,28
hour,6
sunless,1
night,28
arctic,42
circle,33
located,37
earth,103
in,210
fact,3
atmospheric,5
refraction,1
mirages,1
sun,41
appears,4
disk,17
point,27
part,95
midnight,4
sun,41
may,112
seen,14
night,28
northern,35
summer,11
solstice,4
south,43
arctic,42
circle,33
similarly,2
day,58
northern,35
winter,9
solstice,4
part,95
sun,41
may,112
seen,14
north,56
arctic,42
circle,33
arctic,42
circle,33
located,37
earth,103
that,2
true,15
sea,22
level,15
limits,2
increase,9
elevation,2
sea,22
level,15
although,32
mountainous,2
regions,12
often,42
direct,31
view,10
true,15
horizon,4
arctic,42
circle,33
located,37
earth,103
the,648
position,10
arctic,42
circle,33
fixed,4
arctic,42
circle,33
located,37
earth,103
it,146
directly,13
depends,4
earth,103
s,494
axial,3
tilt,4
fluctuates,1
within,28
margin,3
year,100
period,31
notably,6
due,17
tidal,1
forces,9
resulting,10
orbit,5
moon,18
arctic,42
circle,33
located,37
earth,103
the,648
arctic,42
circle,33
currently,19
drifting,1
northwards,1
speed,3
per,22
year,100
see,23
circle,33
latitude,4
information,17
colors,43
stoplight,8
an,18
led,28
traffic,10
light,27
portsmouth,1
england,16
colors,43
stoplight,8
traffic,10
lights,22
also,166
known,138
traffic,10
signals,4
traffic,10
lamps,1
signal,5
lights,22
robots,1
south,43
africa,17
past,3
semaphores,1
signalling,1
devices,10
positioned,2
road,8
intersections,1
pedestrian,1
crossings,1
locations,2
control,24
competing,1
flows,5
traffic,10
colors,43
stoplight,8
traffic,10
lights,22
first,238
installed,1
london,6
used,108
world,177
colors,43
stoplight,8
traffic,10
lights,22
alternate,1
right,19
way,32
accorded,1
road,8
users,5
displaying,1
lights,22
standard,16
color,62
red,23
yellowamber,2
green,2
following,32
universal,3
color,62
code,31
colors,43
stoplight,8
in,210
typical,6
sequence,2
color,62
phases,2
colors,43
stoplight,8
green,2
light,27
allows,6
traffic,10
proceed,1
direction,4
denoted,1
safe,3
colors,43
stoplight,8
yellowamber,2
light,27
denoting,1
prepare,1
stop,4
short,8
intersection,1
safe,3
colors,43
stoplight,8
red,23
signal,5
prohibits,2
traffic,10
proceeding,5
frequency,13
seizures,14
an,18
epileptic,1
seizure,7
colloquially,2
fit,2
transient,1
symptom,2
abnormal,1
excessive,1
synchronous,1
neuronal,1
activity,5
brain,11
frequency,13
seizures,14
the,648
outward,1
effect,19
dramatic,3
wild,2
thrashing,1
movement,14
tonicclonic,1
seizure,7
mild,4
brief,3
loss,4
awareness,3
absence,1
seizure,7
frequency,13
seizures,14
it,146
manifest,1
alteration,1
tonic,1
clonic,1
movements,5
convulsions,3
various,25
psychic,1
symptoms,7
déjà,1
vu,2
jamais,1
vu,2
frequency,13
seizures,14
sometimes,21
accompanied,3
convulsions,3
full,23
body,58
slump,2
person,9
simply,6
lose,1
body,58
control,24
slump,2
ground,5
frequency,13
seizures,14
the,648
medical,6
syndrome,1
recurrent,1
unprovoked,2
seizures,14
termed,2
epilepsy,6
seizures,14
occur,10
people,127
epilepsy,6
frequency,13
seizures,14
for,29
information,17
see,23
nonepileptic,1
seizure,7
frequency,13
seizures,14
epilepsy,6
affects,4
million,53
people,127
worldwide,21
nearly,15
live,18
developing,1
countries,33
frequency,13
seizures,14
about,4
people,127
unprovoked,2
seizure,7
age,20
chance,4
experiencing,2
second,48
seizure,7
frequency,13
seizures,14
treatment,2
may,112
reduce,7
chance,4
second,48
one,163
much,92
half,13
frequency,13
seizures,14
most,20
single,27
episode,25
seizures,14
managed,6
primary,39
care,2
physicians,1
emergency,2
general,33
practitioners,1
whereas,2
investigation,4
management,17
ongoing,4
epilepsy,6
usually,24
done,1
neurologists,1
frequency,13
seizures,14
difficulttomanage,1
epilepsy,6
may,112
require,2
consultation,1
epileptologist,1
neurologist,1
interest,5
epilepsy,6
baby,13
bash,10
ronnie,1
ray,1
bryant,3
born,66
october,22
better,12
known,138
stage,19
name,102
baby,13
bash,10
formerly,8
baby,13
beesh,2
mexicanamerican,1
rapper,6
baby,13
bash,10
from,9
performed,20
stage,19
name,102
baby,13
beesh,2
part,95
dope,1
house,15
records,16
changed,5
last,22
part,95
name,102
bash,10
baby,13
bash,10
his,24
first,238
album,57
on,24
tha,2
cool,2
followed,20
tha,2
smokin,1
nephew,1
included,12
singles,7
suga,2
suga,2
shorty,1
doowop,1
baby,13
bash,10
in,210
super,24
saucy,1
released,48
lead,17
single,27
baby,13
i,44
m,14
back,15
collaboration,2
singer,14
akon,2
baby,13
bash,10
cyclone,1
followed,20
title,25
single,27
featuring,6
tpain,1
followup,1
what,105
is,2
it,146
featuring,6
sean,2
kingston,1
landing,1
billboard,15
charts,4
well,63
baby,13
bash,10
he,98
frequently,6
contributed,15
performers,3
works,29
including,56
spot,2
song,84
obsession,2
no,18
es,1
amor,1
rd,10
wish,3
released,48
europe,19
later,46
us,130
release,17
copy,1
re,2
recording,3
european,24
version,16
performed,20
frankie,2
j,7
doing,1
too,1
much,92
paula,2
deanda,2
baby,13
bash,10
he,98
collaborated,2
numerous,16
artists,6
career,24
west,29
coast,8
rappers,5
blegit,1
cbo,1
coolio,1
daundadogg,1
e,8
mac,2
dre,4
r,7
b,6
singers,4
like,23
akon,2
avant,1
natalie,1
mario,1
nate,1
dogg,1
latino,2
rappers,5
fat,4
joe,14
nino,1
brown,3
dolle,1
girl,5
frost,1
pitbull,6
baby,13
bash,10
he,98
continues,5
write,1
lyrics,1
singers,4
paula,2
deanda,2
jennifer,14
hudson,1
frankie,2
j,7
hangs,5
shawshank,8
redemption,7
the,648
shawshank,8
redemption,7
american,137
drama,10
film,79
written,17
directed,10
frank,2
darabont,1
starring,10
tim,2
robbins,1
morgan,3
freeman,4
hangs,5
shawshank,8
redemption,7
adapted,4
stephen,2
king,9
novella,2
rita,1
hayworth,1
shawshank,8
redemption,7
film,79
tells,3
story,11
andy,6
dufresne,1
banker,1
spends,1
nearly,15
two,84
decades,10
shawshank,8
state,122
prison,4
murder,14
wife,9
lover,2
despite,13
claims,6
innocence,1
hangs,5
shawshank,8
redemption,7
during,18
time,86
prison,4
befriends,1
fellow,1
inmate,1
ellis,1
boyd,1
red,23
redding,1
finds,2
protected,1
guards,1
warden,1
begins,3
using,16
money,39
laundering,1
operation,8
hangs,5
shawshank,8
redemption,7
despite,13
lukewarm,1
box,5
office,16
reception,1
barely,1
recouped,1
budget,10
film,79
received,21
favorable,2
reviews,4
critics,9
multiple,21
award,28
nominations,5
since,58
enjoyed,2
remarkable,2
life,38
cable,4
television,41
vhs,1
dvd,3
bluray,2
hangs,5
shawshank,8
redemption,7
it,146
included,12
american,137
film,79
institute,10
s,494
years,62
movies,9
th,86
anniversary,2
edition,2
ge,7
building,33
rockefeller,7
plaza,6
called,47
the,648
ge,7
building,33
art,4
deco,1
skyscraper,1
forms,26
centerpiece,1
rockefeller,7
center,22
midtown,1
manhattan,1
new,98
york,31
city,117
usa,32
ge,7
building,33
rockefeller,7
plaza,6
called,47
known,138
rca,3
building,33
famous,24
housing,2
headquarters,4
television,41
network,19
nbc,4
ge,7
building,33
rockefeller,7
plaza,6
called,47
at,9
feet,2
tall,4
story,11
building,33
th,86
tallest,4
building,33
new,98
york,31
city,117
rd,10
tallest,4
united,176
states,222
ge,7
building,33
rockefeller,7
plaza,6
called,47
some,14
building,33
s,494
nicknames,1
include,33
the,648
slab,1
rock,34
ge,7
building,33
rockefeller,7
plaza,6
called,47
the,648
latter,6
derived,9
address,7
rockefeller,7
plaza,6
what,105
d,14
application,8
code,31
blocks,7
in,210
coding,2
theory,18
block,8
codes,16
comprise,3
large,37
important,46
family,31
errorcorrecting,1
codes,16
encode,1
data,25
blocks,7
what,105
d,14
application,8
code,31
blocks,7
there,18
vast,6
number,50
examples,5
block,8
codes,16
many,394
wide,19
range,30
practical,2
applications,7
what,105
d,14
application,8
code,31
blocks,7
block,8
codes,16
conceptually,1
useful,1
allow,5
coding,2
theorists,3
mathematicians,1
computer,13
scientists,5
study,7
limitations,3
block,8
codes,16
unified,2
way,32
what,105
d,14
application,8
code,31
blocks,7
such,3
limitations,3
often,42
take,73
form,43
bounds,1
relate,2
different,61
parameters,3
block,8
code,31
rate,36
ability,11
detect,1
correct,4
errors,2
what,105
d,14
application,8
code,31
blocks,7
examples,5
block,8
codes,16
reedsolomon,1
codes,16
hamming,1
codes,16
hadamard,1
codes,16
expander,1
codes,16
golay,1
codes,16
reedmuller,1
codes,16
what,105
d,14
application,8
code,31
blocks,7
these,21
examples,5
also,166
belong,3
class,6
linear,10
codes,16
hence,3
called,47
linear,10
block,8
codes,16
ron,7
weasley,7
s,494
sister,6
s,494
name,102
ronald,2
bilius,1
ron,7
weasley,7
fictional,4
character,6
one,163
three,78
protagonists,2
two,84
harry,16
potter,13
hermione,3
granger,2
j,7
k,12
rowling,3
s,494
harry,16
